StockCode,avg_daily_demand,demand_std,total_units_sold,safety_stock,reorder_point,recommended_order_qty
35160,2.95,73.87,2180,322.46,343.11,88.5
35233,0.02,0.42,12,1.84,1.95,0.49
35240,0.07,0.59,49,2.6,3.06,1.99
35241,0.42,3.18,312,13.87,16.82,12.67
35265,0.03,0.77,22,3.37,3.58,0.89
35271S,0.59,30.6,439,133.58,137.74,17.82
35400,1.95,4.87,1443,21.26,34.93,58.58
35443,0.02,1.07,16,4.69,4.84,0.65
35471A,0.57,7.63,421,33.33,37.32,17.09
35471D,3.08,8.51,2278,37.15,58.73,92.48
35537,0.02,2.08,13,9.09,9.21,0.53
35591T,0.03,1.08,20,4.71,4.9,0.81
35594,0.23,4.14,171,18.09,19.71,6.94
35596,0.04,8.54,29,37.28,37.55,1.18
35597A,0.01,2.17,11,9.46,9.57,0.45
35597B,0.11,20.61,79,89.96,90.71,3.21
35597D,0.08,9.82,58,42.88,43.43,2.35
35598B,1.3,34.13,961,148.98,158.08,39.01
35598D,2.39,39.19,1764,171.08,187.79,71.61
35599B,0.37,9.95,276,43.45,46.06,11.2
35599D,0.55,6.63,409,28.95,32.83,16.6
35600D,0.19,12.93,141,56.44,57.77,5.72
35603B,0.07,32.53,50,142.0,142.47,2.03
35603C,0.11,3.04,83,13.26,14.05,3.37
35607A,0.75,21.15,556,92.35,97.61,22.57
35607B,0.42,22.04,312,96.21,99.17,12.67
35609A,0.6,13.97,447,60.96,65.2,18.15
35610A,0.19,16.7,144,72.88,74.25,5.85
35610B,0.24,16.25,179,70.96,72.65,7.27
35610C,0.13,16.46,94,71.87,72.76,3.82
35611B,0.08,21.89,62,95.54,96.13,2.52
35633B,0.18,12.28,130,53.59,54.82,5.28
35637A,0.75,34.11,552,148.92,154.15,22.41
35637C,0.14,10.61,100,46.31,47.26,4.06
35638A,0.05,12.99,39,56.7,57.07,1.58
35638B,0.16,18.54,118,80.92,82.04,4.79
35644,0.03,1.3,25,5.68,5.92,1.01
35645,0.08,1.15,61,5.02,5.59,2.48
35646,0.88,7.98,647,34.84,40.97,26.27
35647,0.76,17.36,563,75.78,81.11,22.86
35648,1.43,10.2,1057,44.52,54.53,42.91
35649,2.47,234.9,1826,1025.47,1042.77,74.13
35651,0.62,5.8,460,25.33,29.69,18.67
35652,0.02,9.9,18,43.22,43.39,0.73
35653,0.43,2.49,320,10.89,13.92,12.99
35654,0.02,1.67,12,7.3,7.42,0.49
35751C,0.04,4.95,31,21.61,21.9,1.26
35793,0.15,7.91,108,34.54,35.56,4.38
35809A,1.54,8.7,1139,37.96,48.75,46.24
35809B,0.14,3.14,104,13.72,14.71,4.22
35809a,0.01,0.0,11,0.0,0.1,0.45
35810A,1.63,8.04,1206,35.1,46.52,48.96
35810B,0.44,4.92,326,21.49,24.58,13.23
35811A,0.59,8.14,434,35.53,39.64,17.62
35815B,0.13,25.74,95,112.35,113.25,3.86
35815P,0.23,21.32,168,93.08,94.68,6.82
35816B,0.19,77.66,139,339.0,340.32,5.64
35816P,0.4,47.92,297,209.21,212.03,12.06
35817B,0.19,80.83,143,352.86,354.21,5.81
35817P,0.57,69.2,420,302.08,306.06,17.05
35818B,0.55,46.82,408,204.4,208.27,16.56
35818P,0.76,32.08,563,140.03,145.36,22.86
35819B,0.52,13.58,387,59.28,62.94,15.71
35819P,0.13,11.72,95,51.15,52.05,3.86
35821B,0.2,24.25,150,105.86,107.28,6.09
35824B,0.71,134.54,528,587.34,592.34,21.43
35824C,0.32,32.96,235,143.9,146.13,9.54
35824P,0.44,156.0,324,681.02,684.09,13.15
35832,2.35,8.9,1739,38.85,55.33,70.6
35833G,0.18,3.9,136,17.03,18.32,5.52
35833P,0.26,3.15,190,13.73,15.53,7.71
35838A,0.24,16.5,181,72.03,73.74,7.35
35838B,0.14,4.56,100,19.93,20.87,4.06
35840,0.06,3.45,45,15.05,15.48,1.83
35909A,0.03,2.74,20,11.96,12.14,0.81
35909B,0.02,1.8,16,7.86,8.01,0.65
35910A,0.07,2.25,53,9.84,10.34,2.15
35910B,0.04,2.56,29,11.18,11.45,1.18
35911A,0.53,4.88,389,21.32,25.0,15.79
35911B,0.22,9.81,159,42.81,44.31,6.45
35912B,0.39,17.37,290,75.81,78.56,11.77
35913B,0.14,3.93,104,17.15,18.14,4.22
35914,0.33,4.36,246,19.03,21.36,9.99
35915B,0.76,34.1,565,148.86,154.21,22.94
35915C,0.9,31.65,662,138.16,144.43,26.87
35916A,0.18,3.21,135,14.03,15.31,5.48
35916B,0.18,3.26,133,14.23,15.49,5.4
35916C,0.22,5.2,159,22.7,24.2,6.45
35920,1.45,195.01,1070,851.33,861.47,43.44
35921,0.25,3.89,183,17.0,18.74,7.43
35922,0.13,3.35,97,14.64,15.56,3.94
35923,2.09,38.52,1546,168.15,182.79,62.76
35924,2.94,25.01,2171,109.19,129.75,88.13
35931,0.21,12.19,156,53.21,54.68,6.33
35932,0.05,3.2,37,13.97,14.32,1.5
35933,0.43,12.03,319,52.51,55.53,12.95
35936,0.05,2.83,36,12.35,12.69,1.46
35937,0.25,8.74,188,38.13,39.92,7.63
35951,1.83,23.18,1352,101.17,113.98,54.88
35953,5.32,18.65,3930,81.41,118.64,159.54
35954,3.23,24.86,2387,108.52,131.13,96.9
35955,0.18,40.86,135,178.37,179.65,5.48
35957,5.12,38.26,3787,167.01,202.88,153.73
35958,1.55,24.67,1145,107.69,118.53,46.48
35961,15.65,63.99,11563,279.35,388.87,469.4
35962,0.8,7.96,593,34.76,40.38,24.07
35963,0.14,9.08,104,39.63,40.61,4.22
35964,1.61,15.4,1192,67.21,78.5,48.39
35965,0.87,5.49,645,23.98,30.09,26.18
35966,0.35,9.69,255,42.29,44.7,10.35
35967,1.31,8.72,966,38.06,47.21,39.22
35968,1.06,10.49,785,45.79,53.22,31.87
35969,0.71,12.51,525,54.6,59.57,21.31
35970,11.43,20.03,8447,87.42,167.43,342.91
35971,2.71,26.06,2003,113.77,132.74,81.31
35972,0.6,7.3,440,31.87,36.04,17.86
35973,0.07,2.46,51,10.72,11.2,2.07
35979,0.13,3.18,94,13.87,14.76,3.82
35980C,0.52,11.85,384,51.74,55.37,15.59
35981C,0.8,9.51,590,41.53,47.12,23.95
35991,0.55,9.61,403,41.97,45.79,16.36
37327,2.36,19.71,1746,86.03,102.57,70.88
37330,0.7,18.04,517,78.75,83.65,20.99
37333,0.2,6.13,148,26.75,28.15,6.01
37340,18.51,484.3,13680,2114.19,2243.77,555.35
37342,2.2,15.64,1629,68.28,83.71,66.13
37343,1.53,17.64,1129,77.0,87.7,45.83
37345,0.43,91.73,321,400.43,403.47,13.03
37348,0.02,1.73,14,7.56,7.69,0.57
37351,7.31,1616.1,5404,7055.08,7106.27,219.38
37352,6.28,1627.41,4643,7104.44,7148.42,188.48
37370,10.15,33.9,7504,148.01,219.09,304.63
37379A,0.06,2.39,41,10.45,10.84,1.66
37379B,1.52,637.39,1122,2782.54,2793.17,45.55
37399,0.19,31.58,143,137.87,139.22,5.81
37410,34.79,3459.49,25707,15102.36,15345.87,1043.59
37413,0.95,15.99,703,69.81,76.46,28.54
37422,0.59,26.47,434,115.56,119.67,17.62
37423,8.35,494.74,6168,2159.78,2218.21,250.39
37424,7.11,288.48,5251,1259.34,1309.08,213.17
37441,0.96,28.06,706,122.51,129.2,28.66
37444A,3.68,261.07,2716,1139.7,1165.43,110.26
37444B,2.72,253.34,2012,1105.94,1125.0,81.68
37444C,2.24,139.82,1659,610.39,626.1,67.35
37446,5.16,15.15,3813,66.13,102.24,154.79
37447,3.97,8.68,2934,37.9,65.69,119.11
37448,6.28,9.97,4640,43.52,87.47,188.36
37449,3.27,10.84,2418,47.34,70.25,98.16
37450,3.35,7.2,2475,31.43,54.87,100.47
37461,1.01,19.85,743,86.63,93.67,30.16
37462B,0.23,10.76,170,46.98,48.59,6.9
37462E,0.15,6.23,110,27.19,28.23,4.47
37464,0.43,6.43,317,28.06,31.06,12.87
37467,0.37,6.23,275,27.18,29.78,11.16
37468,0.09,4.48,66,19.58,20.2,2.68
37471,1.9,286.5,1405,1250.7,1264.01,57.04
37474,0.09,1.07,65,4.69,5.31,2.64
37475,0.16,1.38,117,6.03,7.14,4.75
37476,0.29,3.7,212,16.14,18.15,8.61
37477B,0.02,0.53,16,2.33,2.49,0.65
37479B,1.7,106.78,1256,466.13,478.03,50.99
37479P,0.25,4.06,184,17.74,19.48,7.47
37482B,1.69,215.39,1251,940.3,952.15,50.78
37482P,0.92,16.6,680,72.48,78.92,27.6
37483,0.19,33.36,144,145.62,146.99,5.85
37485,0.07,5.63,49,24.56,25.03,1.99
37487B,0.09,36.77,68,160.52,161.16,2.76
37488A,0.04,8.9,31,38.85,39.14,1.26
37489A,0.06,1.22,48,5.34,5.79,1.95
37489B,0.05,1.38,39,6.04,6.41,1.58
37489C,0.04,1.54,29,6.73,7.01,1.18
37489D,0.06,1.32,47,5.76,6.21,1.91
37491A,0.03,0.5,19,2.17,2.35,0.77
37491B,0.02,1.04,14,4.52,4.65,0.57
37491C,0.08,11.67,59,50.96,51.52,2.4
37491D,0.04,2.0,26,8.73,8.98,1.06
37492A,0.15,16.67,108,72.78,73.81,4.38
37492B,0.66,25.88,489,112.98,117.61,19.85
37492C,0.33,20.79,242,90.78,93.07,9.82
37492D,0.49,33.37,361,145.69,149.11,14.65
37494A,0.32,8.09,238,35.31,37.57,9.66
37495,2.14,6.27,1581,27.36,42.33,64.18
37500,1.2,7.82,887,34.15,42.55,36.01
37501,0.66,2.69,490,11.76,16.4,19.89
37502,1.18,8.97,872,39.17,47.43,35.4
37503,3.34,10.37,2469,45.26,68.65,100.23
37506,0.05,0.59,34,2.59,2.92,1.38
37508,0.12,1.41,92,6.16,7.03,3.73
37509,0.04,1.07,31,4.69,4.98,1.26
40001,3.37,35.62,2492,155.49,179.09,101.16
40003,1.56,30.87,1151,134.76,145.66,46.73
40005B,0.05,1.29,35,5.64,5.97,1.42
40016,21.24,135.26,15694,590.49,739.15,637.1
40018E,0.52,9.36,386,40.86,44.51,15.67
40018F,1.48,31.47,1093,137.37,147.73,44.37
40046A,0.48,8.59,355,37.51,40.88,14.41
44089A,0.05,2.18,40,9.51,9.89,1.62
44089C,0.09,2.53,68,11.06,11.7,2.76
44091A,0.03,2.19,20,9.57,9.76,0.81
44091C,0.08,5.6,61,24.46,25.03,2.48
44092B,0.02,1.97,15,8.62,8.76,0.61
44092C,0.03,1.62,25,7.08,7.31,1.01
44217M,0.1,20.78,72,90.73,91.42,2.92
44228,0.06,6.93,48,30.24,30.7,1.95
44230,0.47,11.13,347,48.58,51.87,14.09
44234,1.69,57.53,1246,251.13,262.93,50.58
44235,1.12,88.64,824,386.94,394.74,33.45
44236,0.09,6.13,64,26.76,27.37,2.6
44241C,0.09,15.99,70,69.8,70.46,2.84
44242A,0.02,7.07,14,30.87,31.0,0.57
44242B,0.15,12.71,109,55.5,56.53,4.42
45008C,0.11,3.36,83,14.66,15.45,3.37
45013,0.06,7.62,48,33.25,33.7,1.95
45016,0.14,6.1,101,26.64,27.59,4.1
46000M,3.43,6.91,2537,30.15,54.18,102.99
46000P,0.29,3.54,215,15.46,17.5,8.73
46000R,0.34,4.57,249,19.95,22.31,10.11
46000S,4.72,10.78,3486,47.06,80.08,141.52
46000U,0.34,4.97,251,21.68,24.06,10.19
46115B,0.4,13.3,292,58.06,60.82,11.85
46118,0.51,7.0,374,30.55,34.1,15.18
46126A,0.43,11.91,317,52.0,55.01,12.87
46137D,0.06,13.0,45,56.74,57.16,1.83
46138B,0.1,2.61,71,11.39,12.06,2.88
46307,0.07,0.93,53,4.05,4.55,2.15
46775A,0.11,1.79,83,7.83,8.62,3.37
46775D,0.21,0.99,154,4.32,5.78,6.25
46775E,0.14,1.19,101,5.2,6.16,4.1
46776A,0.55,10.97,408,47.87,51.73,16.56
46776B,0.58,9.74,432,42.52,46.61,17.54
46776C,0.35,6.03,260,26.31,28.77,10.55
46776D,0.21,1.63,153,7.11,8.56,6.21
46776E,0.28,6.74,207,29.43,31.39,8.4
46776F,0.66,9.61,487,41.93,46.54,19.77
47013A,0.19,5.79,141,25.29,26.63,5.72
47013C,0.2,4.39,147,19.14,20.54,5.97
47016,0.04,9.96,31,43.48,43.77,1.26
47021G,0.97,25.35,716,110.68,117.46,29.07
47310M,1.01,7.9,747,34.47,41.54,30.32
47341A,0.04,4.74,29,20.7,20.97,1.18
47341B,0.06,3.9,48,17.01,17.47,1.95
47343A,0.28,10.75,209,46.95,48.93,8.48
47344B,0.07,4.72,54,20.6,21.11,2.19
47347B,0.32,44.38,240,193.75,196.02,9.74
47348A,0.14,6.1,104,26.64,27.62,4.22
47351B,0.13,11.96,98,52.22,53.15,3.98
47367B,0.33,3.59,246,15.67,18.0,9.99
47369A,0.07,1.41,52,6.14,6.63,2.11
47369B,0.08,1.25,58,5.46,6.01,2.35
47420,0.5,13.52,373,59.01,62.55,15.14
47421,2.03,27.72,1497,121.0,135.18,60.77
47422,1.65,25.82,1218,112.73,124.26,49.45
47469,1.66,75.74,1225,330.66,342.26,49.73
47471,0.59,16.43,435,71.72,75.84,17.66
47480,2.35,25.09,1737,109.53,125.99,70.51
47481,0.44,21.09,328,92.05,95.16,13.32
47502,0.87,23.67,640,103.35,109.41,25.98
47503A,3.89,15.89,2878,69.36,96.62,116.83
47503E,9.26,1337.99,6842,5840.99,5905.8,277.75
47503F,3.48,721.1,2571,3147.95,3172.3,104.37
47503G,0.38,8.47,284,36.98,39.67,11.53
47503H,0.22,3.8,164,16.58,18.14,6.66
47503J,0.47,6.05,347,26.4,29.69,14.09
47503K,4.3,428.47,3179,1870.49,1900.6,129.05
47504E,5.94,602.13,4387,2628.6,2670.16,178.09
47504F,0.71,123.66,528,539.83,544.83,21.43
47504G,0.36,5.4,267,23.59,26.12,10.84
47504H,1.4,14.85,1031,64.81,74.57,41.85
47504K,3.62,15.16,2673,66.18,91.5,108.51
47505,1.0,5.44,738,23.74,30.73,29.96
47518F,1.22,35.61,903,155.46,164.02,36.66
47552A,0.02,0.29,13,1.26,1.38,0.53
47556B,7.04,86.72,5202,378.59,427.86,211.18
47559B,7.08,10.39,5232,45.36,94.92,212.4
47559b,0.23,3.39,171,14.8,16.42,6.94
47562,0.14,1.47,104,6.41,7.4,4.22
47563A,0.47,3.71,347,16.19,19.48,14.09
47566,38.4,19.57,28378,85.43,354.23,1152.02
47566B,7.9,20.44,5838,89.25,144.55,237.0
47566b,0.29,1.27,217,5.54,7.59,8.81
47567B,2.98,13.2,2199,57.63,78.46,89.27
47568,3.23,11.14,2389,48.64,71.27,96.98
47570,0.3,5.67,220,24.75,26.83,8.93
47570B,1.32,9.63,979,42.02,51.3,39.74
47574A,0.78,17.39,578,75.93,81.4,23.46
47574B,0.07,1.13,50,4.94,5.41,2.03
47578A,0.44,4.16,324,18.17,21.24,13.15
47579,0.25,3.14,186,13.72,15.48,7.55
47580,2.3,11.41,1697,49.79,65.87,68.89
47581B,0.06,0.51,47,2.22,2.66,1.91
47583A,0.1,26.54,71,115.84,116.52,2.88
47583B,0.04,7.15,27,31.21,31.46,1.1
47585A,1.47,29.94,1086,130.71,140.99,44.09
47586A,0.28,9.76,204,42.6,44.53,8.28
47587A,3.66,324.13,2706,1415.0,1440.63,109.85
47589,0.25,2.85,185,12.44,14.2,7.51
47590A,6.53,20.76,4829,90.65,136.39,196.04
47590B,7.82,18.85,5778,82.28,137.01,234.56
47590b,0.02,0.48,13,2.11,2.23,0.53
47591A,0.22,2.73,163,11.93,13.48,6.62
47591B,1.51,8.42,1114,36.75,47.3,45.22
47591C,1.42,11.35,1051,49.55,59.51,42.67
47591D,12.88,14.02,9520,61.22,151.39,386.47
47591d,0.39,6.12,290,26.71,29.46,11.77
47592A,0.45,4.43,331,19.33,22.46,13.44
47592B,0.09,1.65,67,7.2,7.84,2.72
47593A,0.41,4.27,303,18.62,21.49,12.3
47593B,3.2,15.59,2367,68.07,90.49,96.09
47594A,0.47,2.91,346,12.71,15.99,14.05
47594B,0.55,3.18,410,13.9,17.78,16.64
47597,0.44,1.92,322,8.4,11.45,13.07
47598,0.19,3.51,138,15.3,16.61,5.6
47599A,8.18,42.03,6046,183.48,240.75,245.44
47599B,4.83,27.63,3568,120.61,154.41,144.84
48103,0.05,5.82,35,25.39,25.72,1.42
48111,5.83,27.57,4309,120.37,161.19,174.93
48116,4.68,30.57,3461,133.45,166.23,140.5
48129,4.26,23.97,3150,104.62,134.46,127.88
48138,13.77,20.05,10175,87.51,183.89,413.06
48173C,5.55,33.33,4104,145.51,184.38,166.6
48173c,0.11,1.62,78,7.08,7.82,3.17
48175,0.05,26.16,39,114.21,114.58,1.58
48179,0.05,5.96,34,26.01,26.33,1.38
48184,6.46,20.41,4777,89.11,134.35,193.92
48185,9.29,38.39,6862,167.59,232.59,278.57
48187,10.05,24.05,7425,105.0,175.34,301.42
48188,6.62,31.01,4892,135.39,181.73,198.59
48189,1.79,25.43,1323,111.0,123.53,53.71
48194,10.62,25.53,7847,111.46,185.78,318.55
48195,0.37,12.69,271,55.41,57.97,11.0
48197,1.22,16.22,898,70.82,79.32,36.45
51008,3.88,54.12,2865,236.27,263.4,116.31
51012C,0.23,6.72,171,29.33,30.95,6.94
51014A,9.13,32.61,6748,142.35,206.27,273.94
51014C,5.94,26.98,4390,117.77,159.35,178.21
51014L,4.73,23.57,3493,102.87,135.96,141.8
51020A,1.77,53.91,1305,235.34,247.7,52.98
51020B,1.47,36.32,1087,158.54,168.83,44.13
62018,12.95,171.44,9570,748.42,839.07,388.5
62043B,0.07,8.15,54,35.6,36.11,2.19
62074B,0.05,2.69,38,11.75,12.11,1.54
62086A,0.15,5.8,113,25.34,26.41,4.59
62094B,0.41,9.45,306,41.26,44.16,12.42
62095B,0.4,25.8,292,112.63,115.4,11.85
62096A,0.53,6.28,395,27.4,31.15,16.04
62096B,0.35,3.98,257,17.38,19.81,10.43
62097B,0.01,1.5,11,6.55,6.65,0.45
70006,6.06,58.37,4482,254.82,297.28,181.95
70007,1.86,12.37,1373,54.0,67.01,55.74
71028B,0.67,50.28,494,219.52,224.19,20.05
71038,0.99,4.73,729,20.63,27.54,29.59
71050,0.07,3.42,51,14.93,15.41,2.07
71053,6.76,10.32,4993,45.03,92.33,202.69
71101E,1.05,15.62,779,68.17,75.55,31.62
71143,0.48,4.27,356,18.66,22.03,14.45
71215,0.24,12.87,178,56.17,57.86,7.23
71270,0.51,6.32,378,27.57,31.15,15.35
71279,0.41,3.29,304,14.36,17.24,12.34
71403,0.24,3.05,179,13.31,15.01,7.27
71406C,0.3,5.21,223,22.74,24.85,9.05
71459,45.44,63.07,33577,275.31,593.36,1363.07
71477,21.28,58.14,15727,253.8,402.77,638.44
71495A,0.3,24.57,225,107.28,109.41,9.13
71495B,0.41,25.62,306,111.85,114.75,12.42
71496A,0.35,24.04,260,104.95,107.42,10.55
71496B,0.02,2.07,15,9.05,9.19,0.61
71510,0.24,17.47,177,76.26,77.93,7.19
72008,5.17,28.61,3820,124.89,161.08,155.07
72023F,0.87,35.2,640,153.67,159.73,25.98
72024U,0.3,8.9,220,38.85,40.93,8.93
72038P,1.42,79.06,1050,345.12,355.07,42.63
72045D,0.73,203.03,539,886.34,891.45,21.88
72051S,0.42,10.45,307,45.63,48.54,12.46
72083A,0.03,3.78,24,16.5,16.73,0.97
72122,0.8,5.8,588,25.32,30.89,23.87
72127,0.54,8.34,396,36.41,40.17,16.08
72128,0.99,18.41,730,80.38,87.29,29.63
72129,0.1,3.99,75,17.43,18.14,3.04
72130,1.1,22.72,814,99.2,106.91,33.04
72131,1.03,23.47,763,102.46,109.69,30.97
72132,0.76,37.36,562,163.1,168.42,22.81
72133,0.16,3.99,116,17.42,18.52,4.71
72134,0.46,19.79,340,86.39,89.61,13.8
72140E,0.3,17.72,219,77.34,79.42,8.89
72140F,0.24,17.53,175,76.54,78.19,7.1
72225C,2.61,90.54,1926,395.25,413.49,78.19
72225D,1.3,164.18,962,716.71,725.82,39.05
72232,8.66,129.49,6402,565.3,625.94,259.89
72267,0.37,9.31,273,40.63,43.21,11.08
72349B,2.74,13.49,2025,58.87,78.06,82.21
72349b,0.29,1.34,218,5.85,7.91,8.85
72351A,5.09,19.0,3762,82.95,118.58,152.72
72351B,7.88,26.02,5821,113.57,168.71,236.31
72351a,0.05,0.84,40,3.69,4.06,1.62
72369A,0.09,3.6,67,15.73,16.36,2.72
72484,2.46,64.35,1818,280.93,298.15,73.8
72487,1.12,122.48,827,534.7,542.54,33.57
72529W,0.63,22.19,464,96.86,101.26,18.84
72586,3.12,46.34,2309,202.31,224.18,93.73
72598,1.72,13.77,1270,60.12,72.15,51.56
72606A,0.31,21.88,226,95.52,97.66,9.17
72708,0.06,7.69,44,33.59,34.01,1.79
72709,0.12,3.58,92,15.64,16.51,3.73
72715,0.12,2.39,88,10.42,11.25,3.57
72724,0.05,3.58,36,15.63,15.97,1.46
72728,0.87,19.14,643,83.56,89.65,26.1
72739B,0.53,28.66,394,125.11,128.84,15.99
72739C,0.44,28.1,326,122.67,125.76,13.23
72740A,0.09,7.32,65,31.94,32.56,2.64
72741,27.3,46.58,20178,203.36,394.49,819.13
72750A,0.52,37.92,383,165.55,169.18,15.55
72750B,0.67,21.92,496,95.71,100.4,20.14
72750C,0.31,21.29,232,92.96,95.15,9.42
72750D,0.15,8.59,110,37.5,38.54,4.47
72753A,0.43,43.25,315,188.8,191.78,12.79
72753B,0.6,51.51,445,224.85,229.06,18.06
72753C,0.06,5.38,43,23.5,23.9,1.75
72753D,0.19,21.17,144,92.4,93.76,5.85
72754A,0.4,72.33,292,315.78,318.54,11.85
72754B,0.23,16.04,170,70.03,71.64,6.9
72755C,0.8,59.79,592,261.01,266.62,24.03
72755D,0.72,56.06,533,244.74,249.79,21.64
72756,5.44,96.52,4021,421.35,459.44,163.23
72760B,2.35,6.82,1739,29.75,46.23,70.6
72771B,0.17,19.62,129,85.66,86.88,5.24
72771C,0.07,8.15,54,35.57,36.08,2.19
72772,0.62,88.48,457,386.26,390.59,18.55
72779,0.07,2.89,49,12.6,13.06,1.99
72780,0.7,14.63,514,63.89,68.76,20.87
72781,0.16,11.93,121,52.06,53.21,4.91
72783,0.06,4.32,43,18.88,19.28,1.75
72789,0.17,2.83,122,12.35,13.51,4.95
72793,0.07,7.01,55,30.61,31.13,2.23
72796A,0.01,0.75,11,3.29,3.39,0.45
72796B,0.04,1.26,27,5.48,5.74,1.1
72798C,0.04,1.52,29,6.61,6.89,1.18
72799A,0.83,75.48,612,329.52,335.32,24.84
72799B,0.44,58.86,322,256.93,259.98,13.07
72799C,0.64,34.49,471,150.57,155.03,19.12
72799D,0.11,5.77,78,25.2,25.94,3.17
72799E,1.71,20.3,1265,88.64,100.62,51.35
72799F,1.54,45.81,1136,199.99,210.75,46.12
72800A,0.92,50.04,677,218.47,224.88,27.48
72800B,1.36,35.94,1002,156.9,166.39,40.68
72800C,0.9,28.41,662,124.02,130.29,26.87
72800D,0.88,26.72,651,116.65,122.81,26.43
72800E,1.97,6.77,1459,29.57,43.39,59.23
72800F,1.12,54.95,825,239.9,247.71,33.49
72801C,0.97,33.41,720,145.83,152.65,29.23
72801D,0.77,30.89,566,134.83,140.19,22.98
72801E,1.04,116.63,769,509.15,516.43,31.22
72801F,0.32,5.42,234,23.67,25.89,9.5
72801G,1.81,75.57,1337,329.9,342.56,54.28
72801c,0.08,1.26,62,5.48,6.07,2.52
72801d,0.14,1.22,103,5.32,6.29,4.18
72802A,1.28,6.56,946,28.64,37.6,38.4
72802B,2.15,23.61,1590,103.07,118.13,64.55
72802C,3.01,30.28,2228,132.19,153.3,90.45
72803A,0.99,40.24,733,175.68,182.63,29.76
72803B,0.13,2.57,94,11.21,12.1,3.82
72807A,1.32,7.49,972,32.72,41.92,39.46
72807B,1.48,9.36,1093,40.88,51.23,44.37
72807C,2.73,15.13,2019,66.07,85.19,81.96
72807b,0.04,0.68,26,2.99,3.23,1.06
72807c,0.08,1.08,60,4.72,5.28,2.44
72811,0.6,33.98,445,148.33,152.55,18.06
72812,0.14,2.84,105,12.38,13.38,4.26
72814,0.36,6.92,269,30.23,32.78,10.92
72815,0.38,3.71,283,16.19,18.87,11.49
72816,1.97,30.29,1456,132.22,146.01,59.11
72817,2.15,9.0,1590,39.3,54.36,64.55
72818,3.34,41.98,2465,183.26,206.61,100.07
72819,0.96,14.21,710,62.03,68.75,28.82
72821,0.08,4.17,61,18.18,18.76,2.48
75011,0.24,18.24,181,79.62,81.33,7.35
75013B,0.53,10.44,395,45.56,49.3,16.04
75049L,18.94,76.16,13993,332.47,465.01,568.05
75131,1.65,53.1,1220,231.8,243.36,49.53
75149N,0.37,6.89,272,30.1,32.67,11.04
75172,0.13,10.27,97,44.85,45.77,3.94
75178,0.68,45.34,499,197.93,202.65,20.26
77079,0.09,4.98,64,21.73,22.34,2.6
77081,0.33,13.27,242,57.92,60.21,9.82
77101A,1.47,33.37,1088,145.69,155.99,44.17
78026,0.02,7.07,12,30.87,30.98,0.49
78033,0.1,4.48,76,19.56,20.28,3.09
78034B,0.02,0.69,16,3.0,3.15,0.65
78124,1.0,53.91,737,235.34,242.32,29.92
79000,16.62,49.77,12282,217.26,333.6,498.59
79026B,0.09,1.97,70,8.58,9.25,2.84
79029,4.0,22.63,2958,98.81,126.83,120.08
79030A,0.23,4.24,171,18.5,20.12,6.94
79030D,1.38,44.63,1022,194.82,204.5,41.49
79030G,2.39,20.74,1766,90.53,107.26,71.69
79051A,1.29,16.46,954,71.86,80.9,38.73
79062D,0.07,8.25,52,36.0,36.49,2.11
79063C,0.32,26.47,235,115.57,117.79,9.54
79063D,0.26,28.94,190,126.34,128.14,7.71
79066K,1.94,8.87,1434,38.71,52.29,58.21
79066k,0.04,1.37,27,5.99,6.25,1.1
79067,2.25,7.05,1662,30.76,46.51,67.47
79071B,0.21,2.71,154,11.82,13.28,6.25
79072,0.39,2.46,285,10.75,13.45,11.57
79140,0.02,6.36,15,27.78,27.92,0.61
79144B,0.49,4.71,360,20.55,23.96,14.61
79144C,0.42,4.41,313,19.25,22.22,12.71
79149B,0.04,2.46,32,10.75,11.05,1.3
79151B,0.02,5.2,12,22.68,22.8,0.49
79160,1.31,12.05,966,52.62,61.77,39.22
79161A,0.07,2.56,51,11.18,11.67,2.07
79163,2.5,38.49,1845,168.02,185.5,74.9
79164,4.99,130.23,3689,568.53,603.47,149.76
79172D,0.03,4.55,24,19.85,20.07,0.97
79190A,1.09,7.87,808,34.34,42.0,32.8
79190B,2.03,35.77,1503,156.15,170.38,61.01
79190D,0.89,5.79,657,25.27,31.49,26.67
79191B,0.66,17.16,485,74.9,79.49,19.69
79191C,2.2,22.34,1624,97.54,112.92,65.93
79191D,0.19,2.93,138,12.79,14.09,5.6
79192A,0.15,4.48,114,19.56,20.64,4.63
79302M,0.88,8.81,654,38.47,44.66,26.55
79303B,0.15,27.93,109,121.95,122.98,4.42
79303D,0.11,9.28,78,40.51,41.25,3.17
79308B,0.19,0.0,144,0.0,1.36,5.85
79315W,0.27,25.15,199,109.81,111.7,8.08
79320,1.22,8.34,904,36.39,44.96,36.7
79321,22.79,33.86,16840,147.83,307.34,683.63
79323B,0.33,5.76,243,25.13,27.43,9.86
79323G,0.42,6.82,314,29.76,32.73,12.75
79323GR,0.72,10.02,532,43.72,48.76,21.6
79323LP,1.94,11.75,1433,51.3,64.87,58.17
79323P,3.09,12.3,2281,53.69,75.3,92.6
79323S,0.45,19.15,334,83.61,86.77,13.56
79323W,4.06,12.01,3004,52.43,80.88,121.95
79328,0.8,39.83,594,173.9,179.52,24.11
79329,0.14,25.49,100,111.29,112.24,4.06
79331,0.08,3.64,60,15.89,16.46,2.44
